\2025-05-02 11:13:26,863 - root - WARNING - -----------------------NEW SESSION-----------------------
2025-05-02 12:32:48,350 - root - INFO - Loaded extension: cogs.events.errors
2025-05-02 12:32:48,355 - root - INFO - Loaded extension: cogs.commands.moderation
2025-05-02 12:32:48,357 - root - INFO - Loaded extension: cogs.commands.fun
2025-05-02 12:32:48,357 - root - INFO - ----------------------------
2025-05-02 12:33:41,223 - root - WARNING - -----------------------NEW SESSION-----------------------
2025-05-02 12:33:41,226 - discord.client - INFO - logging in using static token
2025-05-02 12:33:42,199 - discord.gateway - INFO - Shard ID None has connected to Gateway (Session ID: 946be0efa57e7088d4667943740e5214).
2025-05-02 12:33:44,216 - root - INFO - Logged as Proker
2025-05-02 12:33:44,218 - root - INFO - -----LOADING EXTENSIONS-----
2025-05-02 12:33:44,220 - root - INFO - Loaded extension: cogs.commands.roblox
2025-05-02 12:33:44,223 - root - INFO - Loaded extension: cogs.commands.main_commands
2025-05-02 12:33:44,224 - root - INFO - Loaded extension: cogs.events.errors
2025-05-02 12:33:44,230 - root - INFO - Loaded extension: cogs.commands.moderation
2025-05-02 12:33:44,232 - root - INFO - Loaded extension: cogs.commands.fun
2025-05-02 12:33:44,232 - root - INFO - ----------------------------
2025-05-02 12:34:44,960 - root - WARNING - -----------------------NEW SESSION-----------------------
2025-05-02 12:34:44,962 - discord.client - INFO - logging in using static token
2025-05-02 12:34:45,954 - discord.gateway - INFO - Shard ID None has connected to Gateway (Session ID: dc1c8a303eb2e4a01f0e48bf65bd7a16).
2025-05-02 12:34:47,970 - root - INFO - Logged as Proker
2025-05-02 12:34:47,971 - root - INFO - -----LOADING EXTENSIONS-----
2025-05-02 12:34:47,974 - root - INFO - Loaded extension: cogs.commands.roblox
2025-05-02 12:34:47,975 - root - INFO - Loaded extension: cogs.commands.main_commands
2025-05-02 12:34:47,977 - root - INFO - Loaded extension: cogs.events.errors
2025-05-02 12:34:47,979 - root - INFO - Loaded extension: cogs.commands.moderation
2025-05-02 12:34:47,980 - root - INFO - Loaded extension: cogs.commands.fun
2025-05-02 12:34:47,980 - root - INFO - ----------------------------
